object_id,title,artist,date,place,medium,description,culture,classification,is_highlight,cluster,image_filename,image_url,dominant_palette,visual_concepts,mood,research_themes
334816,Music-Making Angels,Albrecht Dürer,1521,Place Unknown,Pen and brown ink,Pen and brown ink,,Drawings,True,German Renaissance,met_334816.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP802950.jpg,"warm sepia, creamy paper tone, faded ash gray","winged angels, lute, cornett, musical instruments, putti, sheet music",harmonious,"Northern Renaissance draftsmanship, iconography of sacred music, late style of Albrecht Dürer, preparatory drawings and workshop practices"
336228,Melencolia I,Albrecht Dürer,1514,Place Unknown,Engraving,Engraving,,Prints,True,German Renaissance,met_336228.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP820348.jpg,"deep charcoal, warm ivory, silver grey","winged allegorical figure, polyhedron, hourglass, magic square, sleeping dog, putto, scales, comet, carpentry tools",brooding and contemplative,"temperament of melancholy, renaissance humanism, mathematics and geometry, creative frustration, astrology and cosmology"
336222,Adam and Eve,Albrecht Dürer,1504,Place Unknown,Engraving,Engraving,,Prints,True,German Renaissance,met_336222.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP816026.jpg,"velvety charcoal, creamy off-white, cool silver-grey","nude figures, serpent, tree of knowledge, cat and mouse, stag, hare, parrot, tablet with signature",tense,"the fall of man, classical human proportions, four humors, northern renaissance printmaking, ideal beauty"
388376,Embroidery Pattern with Seven Six-pointed Stars and Four Corner Pieces,Albrecht Dürer,before 1521,Place Unknown,Woodcut,Woodcut,,Prints,True,German Renaissance,met_388376.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP816472.jpg,"deep charcoal, warm ivory, pale cream","interlace pattern, knotwork, six-pointed star, geometric rosette, foliate cornerpiece, embroidery design",harmonious,"Islamic influence on Renaissance art, mathematical geometry in art, applied and decorative arts, printmaking as design dissemination, Albrecht Dürer's knots"
391070,Man of Sorrows with Arms Outstretched,Albrecht Dürer,ca. 1500,Place Unknown,Engraving,Engraving,,Prints,False,German Renaissance,met_391070.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP815374.jpg,"warm cream, charcoal black, pale sepia","Jesus Christ, crown of thorns, stigmata, crucifixion cross, skull, whip, loincloth, dice",melancholic,"Christian iconography, Passion of Christ, memento mori, Northern Renaissance printmaking, devotional art"
363929,Adam and Eve,Albrecht Dürer,1504,Place Unknown,Engraving,Engraving,,Prints,False,German Renaissance,met_363929.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP820351.jpg,"deep charcoal, creamy parchment, silver gray","nude figures, serpent, forbidden fruit, animals, forest, tablet, cat and mouse, elk, parrot",tense,"classical proportion, the fall of man, temperaments and humors, Northern Renaissance humanism, printmaking innovation"
387806,"IIllustration from Dürer's ""Vier Bucher von Menslicher Proportion""",Albrecht Dürer,1528,Place Unknown,Woodcut,Woodcut,,Prints,False,German Renaissance,met_387806.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP816818.jpg,"aged cream, charcoal black, pale sepia","human figure, anatomical diagram, grid lines, profile view, frontal view, German typography, proportion study",analytical,"humanism, scientific inquiry, renaissance anatomy, mathematical proportion, artistic theory"
383756,The Martyrdom of Saint Catherine,Albrecht Dürer,ca. 1498,Place Unknown,Black ink on carved pearwood,Black ink on carved pearwood,,Blocks,False,German Renaissance,met_383756.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP-29359-001.jpg,"coal black, charcoal gray, eggshell white","woodblock, kneeling martyr, executioner, raised sword, spiked wheel, divine intervention, landscape",dramatic,"printmaking technology, Christian martyrology, German Renaissance, devotional art, the relief process"
336657,"Underweysung der Messung (Nuremberg, 1538)",Albrecht Dürer,"1538, 1527, 1532",Place Unknown,Woodcuts,Woodcuts,,Books,False,German Renaissance,met_336657.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP-41182-001.jpg,"warm cream, charcoal black, dusty brown","architectural diagrams, geometric columns, molding profiles, gothic tracery, german typography, woodcut illustrations",intellectual,"scientific inquiry, renaissance humanism, applied geometry, architectural theory, history of printing, northern renaissance"
349059,Underweysung der Messung/ mit dem Zirckel und richtscheyt,Albrecht Dürer,1525,Place Unknown,Woodcut,Woodcut,,Books,False,German Renaissance,met_349059.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP-42136-001.jpg,"creamy ivory, charcoal black, gilded bronze","geometric diagram, typography, spiral projection, calligraphy, open book, measuring system",intellectual,"scientific inquiry, humanism, mathematical proportion, renaissance perspective, history of printing"
396910,Coat of Arms of Albrecht Dürer,Albrecht Dürer,1523,Place Unknown,Woodcut,Woodcut,,Prints,False,German Renaissance,met_396910.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP816462.jpg,"ivory white, charcoal black, pale sepia","coat of arms, heraldic shield, wings, helmet, bust of a Moor, monogram, scrollwork, open door, foliage",noble,"heraldry and genealogy, identity and self-representation, northern renaissance printmaking, symbolism of the door, depictions of African figures in Renaissance art"
375913,Man of Sorrows with Hands Bound,Albrecht Dürer,1512,Place Unknown,Drypoint,Drypoint,,Prints,False,German Renaissance,met_375913.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP815714.jpg,"warm cream, charcoal black, pale sepia","Jesus Christ, crown of thorns, bound hands, halo, drapery, monogram, tree, barren landscape",melancholic,"Christian iconography, The Passion of Christ, Northern Renaissance printmaking, devotional art, human suffering"
396899,The Patron Saints of Austria,Albrecht Dürer,1922,Place Unknown,"Woodcut; Dershau restrike, 1922","Woodcut; Dershau restrike, 1922",,Prints,False,German Renaissance,met_396899.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP816428.jpg,"stark black, warm ivory, pale cream","saints, armor, bishops mitre, halos, shields, croziers, latin inscriptions",solemn,"holy roman empire, patronage, hagiography, northern renaissance printmaking, dynastic legitimacy"
359916,Saint Anthony Reading,Albrecht Dürer,1519,Place Unknown,Engraving,Engraving,,Prints,False,German Renaissance,met_359916.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP815905.jpg,"deep charcoal, warm cream, pale sepia","Saint Anthony, monk's cowl, fortified city, Tau cross, reading book, hat, medieval architecture",contemplative,"hermitic life, christian humanism, monasticism, urban vs rural dichotomy, northern renaissance printmaking"
391245,Saint Paul,Albrecht Dürer,1514,Place Unknown,Engraving,Engraving,,Prints,False,German Renaissance,met_391245.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP815762.jpg,"creamy off-white, charcoal black, warm sepia","Saint Paul, halo, open book, sword, drapery, monogram, seascape",contemplative,"apostolic tradition, Northern Renaissance printmaking, theology and scripture, martyrdom iconography, monogram branding"
354631,Christ Crucified between the Two Thieves: The Three Crosses,Rembrandt (Rembrandt van Rijn),1653,Place Unknown,Drypoint printed on vellum,Drypoint printed on vellum,,Prints,True,Dutch Golden Age,met_354631.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DT11821.jpg,"velvety black, warm sepia, aged ivory","crucifixion, horseback riders, divine light, grieving figures, soldiers, three crosses",dramatic,"chiaroscuro, scriptural narrative, printmaking innovation, redemption and judgment, seventeenth-century Dutch Protestantism"
337063,Reclining Female Nude,Rembrandt (Rembrandt van Rijn),1658,Place Unknown,"Etching, drypoint, and engraving on Japanese paper; second of six states","Etching, drypoint, and engraving on Japanese paper; second of six states",,Prints,True,Dutch Golden Age,met_337063.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP815606.jpg,"deep charcoal, warm sepia, aged cream","reclining female nude, drapery, chiaroscuro, back view",intimate,"academic study of the nude, printmaking techniques and states, realism versus idealization, domestic interiority"
337491,Cottage among Trees,Rembrandt (Rembrandt van Rijn),ca. 1650,Place Unknown,"Pen and brown ink, brush and brown wash, on paper washed with brown","Pen and brown ink, brush and brown wash, on paper washed with brown",,Drawings,True,Dutch Golden Age,met_337491.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP832659.jpg,"warm beige, dark bistre, muted cream","thatched cottage, deciduous trees, wooden fence, rural landscape, foliage",serene,"Dutch Golden Age landscape, observational drawing, vernacular architecture, pastoral simplicity"
337632,Reading the News at the Weavers' Cottage,Adriaen van Ostade,1673,Place Unknown,"Pen and brown ink, watercolor, white heightening, over traces of graphite; framing lines by the artist (?) in pen and brown ink and gold","Pen and brown ink, watercolor, white heightening, over traces of graphite; framing lines by the artist (?) in pen and brown ink and gold",,Drawings,True,Dutch Golden Age,met_337632.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP800544.jpg,"muted earth-brown, soft slate-blue, pale dusty-rose","reading a newspaper, weaving loom, cottage interior, spinning wheel, feeding a child, peasant life",tranquil,"Dutch Golden Age genre scene, domesticity, literacy in the 17th century, peasant industry, proletarian labor"
391614,"The Old Bearded Man in a High Fur Cap, with Eyes Closed",Rembrandt (Rembrandt van Rijn),ca. 1635,Place Unknown,Etching,Etching,,Prints,False,Dutch Golden Age,met_391614.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP814538.jpg,"deep charcoal, warm beige, soft cream","old man, fur cap, beard, portrait, chiaroscuro",contemplative,"aging, tronie, printmaking techniques, human psychology, seventeenth-century Dutch art"
391549,The Angel Appearing to the Shepherds,Rembrandt (Rembrandt van Rijn),,Place Unknown,Etching,Etching,,Prints,False,Dutch Golden Age,met_391549.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP814424.jpg,"velvety black, warm charcoal, aged ivory","divine revelation, putti, startled livestock, nocturnal landscape, shepherds, winged angel, celestial light",dramatic,"chiaroscuro, baroque theatricality, protestant biblical iconography, printmaking innovation, nature and the supernatural"
391544,Rembrandt with Raised Sabre,Rembrandt (Rembrandt van Rijn),1634,Place Unknown,Etching with touches of burin,Etching with touches of burin,,Prints,False,Dutch Golden Age,met_391544.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP814408.jpg,"deep charcoal black, warm cream, amber foxing spots","self-portrait, sabre, beret with plume, fur collar, gloved hand, hatching and cross-hatching",confrontational,"self-fashioning, the artist in guise, Dutch Golden Age printmaking, historicized costume, tronie"
391630,Old Man with a Divided Fur Cap,Rembrandt (Rembrandt van Rijn),,Place Unknown,Etching,Etching,,Prints,False,Dutch Golden Age,met_391630.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP814565.jpg,"warm ivory, charcoal black, biscuit brown","bearded old man, divided fur cap, portrait, cloak, artist signature",contemplative,"tronie, Dutch Golden Age printmaking, studies of old age, chiaroscuro, exotic or historical costume"
391574,Jan Uytenbogaert,Rembrandt (Rembrandt van Rijn),,Place Unknown,Etching and drypoint,Etching and drypoint,,Prints,False,Dutch Golden Age,met_391574.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP814531.jpg,"velvety charcoal, warm cream, sepia brown","ruff collar, fur-trimmed robe, open book, clerical portrait, skullcap, latin inscription",contemplative,"the Protestant Reformation, Remonstrant theology, scholarly authority, seventeenth-century Dutch printmaking, chiaroscuro"
391554,The Stoning of St. Stephen,Rembrandt (Rembrandt van Rijn),1635,Place Unknown,Etching,Etching,,Prints,False,Dutch Golden Age,met_391554.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP814395.jpg,"warm ivory, charcoal black, pale sepia","martyrdom, stoning, saint, crowd of onlookers, ruined architecture, divine light",turbulent,"early Christian history, Protestant vs. Catholic printmaking, depiction of violence, chiaroscuro in etching"
785501,The Circumcision,Rembrandt (Rembrandt van Rijn),ca. 1625,Place Unknown,Etching,Etching,,Prints,False,Dutch Golden Age,met_785501.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP880619.jpg,"warm ivory, charcoal black, pale sepia","infant christ, high priest, spectators, temple interior, religious ritual, mitre, drapery",solemn,"biblical narrative, jewish ritual in christian art, dutch golden age printmaking, the covenant, rembrandt's early etching style"
391635,The Presentation in the Temple: Oblong Plate,Rembrandt (Rembrandt van Rijn),,Place Unknown,Etching,Etching,,Prints,False,Dutch Golden Age,met_391635.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP814568.jpg,"deep charcoal black, warm cream paper, soft sepia brown","Simeon holding Christ, High Priest, Virgin Mary, temple architecture, bystanders in turbans, dove in a ray of light, dog, halo of light",reverent,"chiaroscuro, Protestant biblical interpretation, devotion and prophecy, Dutch Golden Age printmaking, Rembrandt's dark manner"
391685,"Cornelis Claesz Anslo, Preacher",Rembrandt (Rembrandt van Rijn),,Place Unknown,Etching and drypoint; third of five states,Etching and drypoint; third of five states,,Prints,False,Dutch Golden Age,met_391685.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP814578.jpg,"velvety charcoal, warm cream, soft sepia","preacher, theologian, broad-brimmed hat, fur-trimmed coat, open book, quill pen, ruff collar, gesturing hand",contemplative,"Protestant Reformation, Mennonite theology, scholarly life, the spoken word vs. the written word, seventeenth-century Dutch portraiture, chiaroscuro printmaking"
391628,The Beheading of John the Baptist,Rembrandt (Rembrandt van Rijn),,Place Unknown,Etching and drypoint,Etching and drypoint,,Prints,False,Dutch Golden Age,met_391628.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP814556.jpg,"deep charcoal, warm cream, earthy sepia","kneeling figure, executioner, sword, salome, spectators, platter, chasing light, biblical scene",tense,"martyrdom, chiaroscuro, protestant biblical interpretation, seventeenth-century printmaking, justice and violence"
371058,Descent from the Cross,Rembrandt (Rembrandt van Rijn),1633,Place Unknown,Etching and burin,Etching and burin,,Prints,False,Dutch Golden Age,met_371058.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP815712.jpg,"velvety charcoal, warm cream, sepia brown","the crucifixion, wooden ladders, shroud, divine light beam, onlookers in turbans, limp body",somber,"chiaroscuro, protestant biblical interpretation, human suffering and empathy, printmaking innovation"
333915,The Connoisseur,Honoré Daumier,ca. 1860–65,Place Unknown,"Pen and ink, wash, watercolor, lithographic crayon, and gouache over black chalk on wove paper","Pen and ink, wash, watercolor, lithographic crayon, and gouache over black chalk on wove paper",,Drawings,True,French 19th-Century,met_333915.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/dp29.100.200.R.jpg,"sepia brown, muted olive green, dusty charcoal gray","art collector, armchair, classical sculpture, paintings, sculpture bust, art gallery, portfolio",contemplative,"connoisseurship, bourgeois material culture, art market and collecting, nineteenth-century interiority, satire and realism"
359362,Landscape,Edgar Degas,1892,Place Unknown,"Monotype in oil colors, heightened with pastel","Monotype in oil colors, heightened with pastel",,Prints,True,French 19th-Century,met_359362.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP815958.jpg,"pale dusty pink, muted sage green, soft slate blue","rolling hills, valley, winding path, mist, shrubbery",dreamy,"monotype and pastel integration, atmospheric abstraction, French Impressionist landscape, memory versus observation, sublimated nature"
333813,"Édouard Manet, Seated, Holding His Hat",Edgar Degas,ca. 1868,Place Unknown,Graphite and black chalk,Graphite and black chalk,,Drawings,True,French 19th-Century,met_333813.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP805813.jpg,"graphite gray, pale cream paper, charcoal black","portrait, seated man, bowler hat, frock coat, wooden chair, beard and mustache",contemplative,"artistic friendship, impressionist portraits, flâneur culture, 19th-century French realism, draftsmanship and study"
333990,Moulin Rouge: La Goulue,Henri de Toulouse-Lautrec,1891,Place Unknown,Lithograph printed in four colors; three sheets of wove paper,Lithograph printed in four colors; three sheets of wove paper,,Prints,True,French 19th-Century,met_333990.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP-42747-001.jpg,"bold vermilion, acid yellow, charcoal black","cancan dancer, spectators, top hat, polka dot dress, petticoats, advertisement typography, silhouette",hedonistic,"fin-de-siècle Paris, cabaret culture, lithographic printmaking, bourgeois leisure, japonisme in graphic design"
646909,"Un Directeur de n'Importe quel Théâtre, from ""Croquis d'Été""",Honoré Daumier,"August 25, 1856",Place Unknown,Lithograph; second state of two (Delteil),Lithograph; second state of two (Delteil),,Prints,False,French 19th-Century,met_646909.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP876515.jpg,"creamy newsprint, charcoal grey, warm white","theater director, thermometer, open window, balcony railing, crowd, gesturing man, interior room",satirical,"nineteenth-century caricature, French print culture, urban life in Paris, theatrical commerce, impact of weather on society"
370612,Two Atlantes in Conversation,Honoré Daumier,ca. 1855,Place Unknown,Graphite on laid paper,Graphite on laid paper,,Drawings,False,French 19th-Century,met_370612.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP805807.jpg,"ivory paper, graphite grey, faint silver","atlantes, architectural support, male nude, sculpture study, conversation, caricature, classical drapery",satirical,"academic draftsmanship, classical reception, anthropomorphism of architecture, nineteenth-century french caricature, labor and burden"
334285,Saint Sebastian,Honoré Daumier,1849–50,Place Unknown,Charcoal on wove paper,Charcoal on wove paper,,Drawings,False,French 19th-Century,met_334285.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP805802.jpg,"warm beige, charcoal black, dusty cream","Saint Sebastian, putti, martyrdom, tree trunk, arrows, cherubs",spiritual,"sacred art, martyrdom and suffering, religious devotion, nineteenth-century French drawing"
385982,A Summer Sketch: Parisians in the Countryside,Honoré Daumier,1857,Place Unknown,Lithograph on wove paper (newsprint),Lithograph on wove paper (newsprint),,Prints,False,French 19th-Century,met_385982.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP210701.jpg,"warm cream, charcoal black, faded sepia","bourgeois couple, top hat, walking stick, crinoline dress, haystacks, caricature, rural landscape",satirical,"nineteenth-century class divide, urban vs. rural dynamics, French caricature and lithography, bourgeois identity and anxiety, rise of leisure and tourism"
366830,"Figure Studies, Including Scenes of Interrogation",Honoré Daumier,ca. 1860,Place Unknown,"Pen and ink, brush and wash over touches of black chalk on pale blue-gray laid paper","Pen and ink, brush and wash over touches of black chalk on pale blue-gray laid paper",,Drawings,False,French 19th-Century,met_366830.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP112851.jpg,"creamy off-white, charcoal black, pale dilute grey","gestural figures, courtroom scenes, interrogation, sketches, caricature studies",tense,"social satire, the legal system, nineteenth-century realism, power dynamics, artistic process"
333888,Don Quixote and Sancho Panza,Honoré Daumier,19th century,Place Unknown,Black chalk and gray wash on wove paper,Black chalk and gray wash on wove paper,,Drawings,False,French 19th-Century,met_333888.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP805801.jpg,"charcoal gray, pale ivory, earthy sepia","knight, horse, donkey, lance, shield, squire, arid landscape",contemplative,"literary adaptation, chivalric romance, quixotism, french realism, duality of human nature"
355839,"À Cherbourg, from ""Actualités""",Honoré Daumier,"August 11, 1858",Place Unknown,Lithograph on newsprint; second state of two (Delteil),Lithograph on newsprint; second state of two (Delteil),,Prints,False,French 19th-Century,met_355839.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP876737.jpg,"creamy newsprint, charcoal black, soft slate grey","tents, campers, harbor, sailing ships, caricature, seaside lodging",humorous,"19th-century French satire, tourism and travel culture, social class and domestic life, lithography as mass media, caricature of daily life"
351271,"Dismayed with her legacy, published in ""L'Album du Siège""",Honoré Daumier,1871,Place Unknown,Lithograph on wove paper; third state of three (Delteil),Lithograph on wove paper; third state of three (Delteil),,Prints,False,French 19th-Century,met_351271.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/270320.jpg,"stark charcoal, ash grey, faded cream paper","shrouded female figure, battlefield, corpses, the year 1871, draped mourning attire, desolate landscape",profoundly grim,"Franco-Prussian War, Paris Commune, political allegory, national trauma, mourning and loss, caricature and lithography"
625297,"""Une péroraison à la Démosthène,"" plate 33 from Les Gens de Justice",Honoré Daumier,"November 1, 1847",Place Unknown,Lithograph,Lithograph,,Prints,False,French 19th-Century,met_625297.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP833795.jpg,"creamy off-white, charcoal black, pale warm grey","lawyer, courtroom, judge, gowned figures, gesturing, caricature",satirical,"critique of the legal system, nineteenth-century french satire, theatricality of law, daumier's lithography, bourgeois hypocrisy"
364205,Nadar Élevant la Photographie à la Hauteur de l'Art,Honoré Daumier,"May 25, 1862",Place Unknown,Lithograph,Lithograph,,Prints,False,French 19th-Century,met_364205.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/MM8597.jpg,"charcoal black, ash gray, pale ivory parchment","hot air balloon, camera on tripod, cityscape panorama, top hat blowing away, signage spelling Photographie, caricature portrait",satirical,"democratization of art, 19th-century technological progress, aerial photography, artistic legitimacy versus mechanical reproduction, bourgeois commercialism, French caricature and lithography"
